document_id,cik,company,form,filing_date,report_date,year,filing_path,raw_bytes,size_bucket,p_count,div_count,span_count,table_count,td_count,th_count,html_heading_tag_count,heading_candidate_count,heading_inside_table_count,heading_inside_table_ratio,heading_reachable_count,heading_reachable_ratio,maximum_heading_table_depth,dominant_heading_tag,dominant_text_tag,structural_signature,structural_family,current_parser_risk,parser_archetype,selection_order
sec_0001423689_0001423689-25-000073,0001423689,AGNC Investment Corp.,10-Q,2025-08-01,2025-06-30,2025,sec/0001423689/0001423689-25-000073/agnc-20250630.htm,2850551,large,0,1217,6203,62,15924,0,0,26,13,0.5,0,0.0,1,span,span,heading_tag=span|heading_reach=0|heading_table=medium|p=0|div=251_plus|span=251_plus|table=51_250|headings=11_50,SF_bc08016399,high,heading=span|reach=0|table=medium|p=absent,1
sec_0000712034_0001193125-26-328057,0000712034,ACCO BRANDS Corp,10-Q,2026-07-31,2026-06-30,2026,sec/0000712034/0001193125-26-328057/acco-20260630.htm,3793659,large,8502,234,9430,61,8567,0,0,39,26,0.6667,13,0.3333,1,span,span,heading_tag=span|heading_reach=medium|heading_table=medium|p=251_plus|div=51_250|span=251_plus|table=51_250|headings=11_50,SF_c05fcaa157,medium,heading=span|reach=medium|table=medium|p=present,2
sec_0001160420_0001683168-26-003957,0001160420,"Adia Nutrition, Inc.",10-Q,2026-05-15,2026-03-31,2026,sec/0001160420/0001683168-26-003957/adia_i10q-033126.htm,1015659,medium,807,68,1042,71,5314,0,0,26,13,0.5,13,0.5,1,b,span,heading_tag=b|heading_reach=medium|heading_table=medium|p=251_plus|div=51_250|span=251_plus|table=51_250|headings=11_50,SF_6c1c5050d8,medium,heading=b|reach=medium|table=medium|p=present,3
sec_0000927003_0001558370-25-010287,0000927003,ADVANCED ENERGY INDUSTRIES INC,10-Q,2025-08-05,2025-06-30,2025,sec/0000927003/0001558370-25-010287/aeis-20250630x10q.htm,2417334,large,7356,1326,4568,81,6920,11,0,28,15,0.5357,13,0.4643,1,p,p,heading_tag=p|heading_reach=medium|heading_table=medium|p=251_plus|div=251_plus|span=251_plus|table=51_250|headings=11_50,SF_55f55f7aa2,medium,heading=p|reach=medium|table=medium|p=present,4
sec_0001267238_0001267238-26-000027,0001267238,"ASSURANT, INC.",10-Q,2026-05-07,2026-03-31,2026,sec/0001267238/0001267238-26-000027/aiz-20260331.htm,1921935,medium,0,5011,3510,81,9883,0,0,11,2,0.1818,0,0.0,1,span,div,heading_tag=span|heading_reach=0|heading_table=low|p=0|div=251_plus|span=251_plus|table=51_250|headings=11_50,SF_0a484c4a62,high,heading=span|reach=0|table=low|p=absent,5
sec_0001672571_0001493152-26-038392,0001672571,Antiaging Quantum Living Inc.,10-Q,2026-08-14,2026-06-30,2026,sec/0001672571/0001493152-26-038392/form10-q.htm,726570,small,831,70,1447,67,2783,0,0,16,2,0.125,14,0.875,1,b,span,heading_tag=b|heading_reach=high|heading_table=low|p=251_plus|div=51_250|span=251_plus|table=51_250|headings=11_50,SF_80a77a6ef0,low,heading=b|reach=high|table=low|p=present,6
sec_0001984060_0001193125-26-206587,0001984060,Atlas Energy Solutions Inc.,10-Q,2026-05-05,2026-03-31,2026,sec/0001984060/0001193125-26-206587/aesi-20260331.htm,3254366,large,6355,396,7948,51,6102,0,0,16,13,0.8125,3,0.1875,1,span,span,heading_tag=span|heading_reach=low|heading_table=high|p=251_plus|div=251_plus|span=251_plus|table=51_250|headings=11_50,SF_df810e5f45,high,heading=span|reach=low|table=high|p=present,7
sec_0002073553_0001493152-26-022496,0002073553,AI Infrastructure Acquisition Corp.,10-Q,2026-05-12,2026-03-31,2026,sec/0002073553/0001493152-26-022496/form10-q.htm,416935,small,520,54,832,43,1068,0,0,41,28,0.6829,13,0.3171,1,td,span,heading_tag=td|heading_reach=medium|heading_table=medium|p=251_plus|div=51_250|span=251_plus|table=11_50|headings=11_50,SF_6c02e46b0a,medium,heading=td|reach=medium|table=medium|p=present,8
sec_0000946644_0001493152-25-011986,0000946644,AIM ImmunoTech Inc.,10-Q,2025-08-14,2025-06-30,2025,sec/0000946644/0001493152-25-011986/form10-q.htm,1165690,medium,1038,102,1866,141,3356,0,0,13,0,0.0,13,1.0,0,b,span,heading_tag=b|heading_reach=high|heading_table=0|p=251_plus|div=51_250|span=251_plus|table=51_250|headings=11_50,SF_63e140b634,low,heading=b|reach=high|table=0|p=present,9
sec_0000880984_0001493152-26-036270,0000880984,"ACORN ENERGY, INC.",10-Q,2026-08-06,2026-06-30,2026,sec/0000880984/0001493152-26-036270/form10-q.htm,996917,medium,688,64,1261,89,5961,0,0,16,14,0.875,2,0.125,1,b,span,heading_tag=b|heading_reach=low|heading_table=high|p=251_plus|div=51_250|span=251_plus|table=51_250|headings=11_50,SF_e6168f173f,high,heading=b|reach=low|table=high|p=present,10
sec_0002079173_0001193125-26-347016,0002079173,American Exceptionalism Acquisition Corp. A,10-Q,2026-08-12,2026-06-30,2026,sec/0002079173/0001193125-26-347016/d174666d10q.htm,452398,small,94,1160,19,26,1672,0,0,26,13,0.5,4,0.1538,1,p,div,heading_tag=p|heading_reach=low|heading_table=medium|p=51_250|div=251_plus|span=11_50|table=11_50|headings=11_50,SF_022658ca2e,high,heading=p|reach=low|table=medium|p=present,11
sec_0000899629_0000950170-25-100264,0000899629,ACADIA REALTY TRUST,10-Q,2025-07-30,2025-06-30,2025,sec/0000899629/0000950170-25-100264/akr-20250630.htm,7183320,very_large,16197,406,18469,69,16383,0,0,21,4,0.1905,17,0.8095,1,span,span,heading_tag=span|heading_reach=high|heading_table=low|p=251_plus|div=251_plus|span=251_plus|table=51_250|headings=11_50,SF_2e33566791,low,heading=span|reach=high|table=low|p=present,12
sec_0001368514_0001140361-26-031445,0001368514,"ADMA BIOLOGICS, INC.",10-Q,2026-08-05,2026-06-30,2026,sec/0001368514/0001140361-26-031445/ef20075111_10q.htm,1693881,medium,0,2933,1023,48,9157,0,0,26,13,0.5,0,0.0,1,div,div,heading_tag=div|heading_reach=0|heading_table=medium|p=0|div=251_plus|span=251_plus|table=11_50|headings=11_50,SF_bf6e918102,high,heading=div|reach=0|table=medium|p=absent,13
sec_0001622996_0001640334-26-000824,0001622996,"ACRO BIOMEDICAL CO., LTD.",10-Q,2026-05-05,2026-03-31,2026,sec/0001622996/0001640334-26-000824/acbm_10q.htm,280507,small,1334,1,17,34,1362,0,0,13,7,0.5385,6,0.4615,1,strong,p,heading_tag=strong|heading_reach=medium|heading_table=medium|p=251_plus|div=1_10|span=11_50|table=11_50|headings=11_50,SF_73b209e930,medium,heading=strong|reach=medium|table=medium|p=present,14
sec_0000001750_0001104659-26-085459,0000001750,AAR CORP,10-K,2026-07-22,2026-05-31,2026,sec/0000001750/0001104659-26-085459/air-20260531x10k.htm,3591638,large,9513,2025,5052,178,8350,78,0,79,60,0.7595,19,0.2405,1,p,p,heading_tag=p|heading_reach=low|heading_table=high|p=251_plus|div=251_plus|span=251_plus|table=51_250|headings=51_250,SF_857f1d7873,high,heading=p|reach=low|table=high|p=present,15
sec_0001267395_0001267395-18-000093,0001267395,ASPEN INSURANCE HOLDINGS LTD,10-Q,2018-08-08,2018-06-30,2018,sec/0001267395/0001267395-18-000093/ahl10-qq22018doc.htm,3239901,large,0,12802,0,195,12979,0,0,28,15,0.5357,0,0.0,1,font,div,heading_tag=font|heading_reach=0|heading_table=medium|p=0|div=251_plus|span=0|table=51_250|headings=11_50,SF_b30f08a60f,high,heading=font|reach=0|table=medium|p=absent,16
sec_0000824142_0000824142-25-000199,0000824142,"AAON, INC.",10-Q,2025-11-06,2025-09-30,2025,sec/0000824142/0000824142-25-000199/aaon-20250930.htm,1695836,medium,0,1009,4003,74,8280,0,0,14,0,0.0,0,0.0,0,span,span,heading_tag=span|heading_reach=0|heading_table=0|p=0|div=251_plus|span=251_plus|table=51_250|headings=11_50,SF_eddc436353,high,heading=span|reach=0|table=0|p=absent,17
sec_0000821130_0000821130-25-000051,0000821130,"ARRAY DIGITAL INFRASTRUCTURE, INC.",10-Q,2025-08-11,2025-06-30,2025,sec/0000821130/0000821130-25-000051/usm-20250630.htm,1688644,medium,0,1189,4029,64,8260,0,0,10,10,1.0,0,0.0,1,span,span,heading_tag=span|heading_reach=0|heading_table=high|p=0|div=251_plus|span=251_plus|table=51_250|headings=1_10,SF_71d9f53121,high,heading=span|reach=0|table=high|p=absent,18
sec_0001852016_0001193125-25-277283,0001852016,AltEnergy Acquisition Corp,10-Q,2025-11-12,2025-09-30,2025,sec/0001852016/0001193125-25-277283/d947746d10q.htm,886996,medium,174,1763,62,42,3498,0,14,24,11,0.4583,4,0.1667,1,td,div,heading_tag=td|heading_reach=low|heading_table=medium|p=51_250|div=251_plus|span=51_250|table=11_50|headings=11_50,SF_c46b104c34,high,heading=td|reach=low|table=medium|p=present,19
sec_0000943034_0000897101-22-001001,0000943034,AUTOSCOPE TECHNOLOGIES CORP,10-Q,2022-11-16,2022-09-30,2022,sec/0000943034/0000897101-22-001001/aatc-20220930.htm,1241807,medium,1372,267,2705,75,4535,0,2,36,13,0.3611,0,0.0,1,span,span,heading_tag=span|heading_reach=0|heading_table=medium|p=251_plus|div=251_plus|span=251_plus|table=51_250|headings=11_50,SF_8ae8371fa2,high,heading=span|reach=0|table=medium|p=present,20
sec_0000008177_0001140361-25-010239,0000008177,ATLANTIC AMERICAN CORP,10-K,2025-03-25,2024-12-31,2024,sec/0000008177/0001140361-25-010239/ef20038925_10k.htm,3838209,large,0,6540,483,163,14484,0,0,52,45,0.8654,0,0.0,1,div,div,heading_tag=div|heading_reach=0|heading_table=high|p=0|div=251_plus|span=251_plus|table=51_250|headings=51_250,SF_9cc801a6f1,high,heading=div|reach=0|table=high|p=absent,21
sec_0002035832_0001193125-26-131748,0002035832,"Aktis Oncology, Inc.",10-K,2026-03-30,2025-12-31,2025,sec/0002035832/0001193125-26-131748/aktis_12.31.25_10k.htm,4122147,large,7324,1579,0,55,5879,0,0,38,27,0.7105,11,0.2895,1,font,p,heading_tag=font|heading_reach=medium|heading_table=medium|p=251_plus|div=251_plus|span=0|table=51_250|headings=11_50,SF_97c305788a,medium,heading=font|reach=medium|table=medium|p=present,22
sec_0001113232_0001104659-26-020461,0001113232,AXCELIS TECHNOLOGIES INC,10-K,2026-02-26,2025-12-31,2025,sec/0001113232/0001104659-26-020461/acls-20251231x10k.htm,3058607,large,9018,1596,5441,161,7752,12,0,26,0,0.0,26,1.0,0,p,p,heading_tag=p|heading_reach=high|heading_table=0|p=251_plus|div=251_plus|span=251_plus|table=51_250|headings=11_50,SF_d2a7a6c635,low,heading=p|reach=high|table=0|p=present,23
sec_0000943034_0000897101-22-000525,0000943034,AUTOSCOPE TECHNOLOGIES CORP,10-Q,2022-05-16,2022-03-31,2022,sec/0000943034/0000897101-22-000525/aatc-20220331.htm,991273,medium,1357,282,2254,75,3294,0,2,39,13,0.3333,0,0.0,1,td,span,heading_tag=td|heading_reach=0|heading_table=medium|p=251_plus|div=251_plus|span=251_plus|table=51_250|headings=11_50,SF_4e554daab4,high,heading=td|reach=0|table=medium|p=present,24
sec_0001774857_0001193125-26-119770,0001774857,"Aardvark Therapeutics, Inc.",10-K,2026-03-23,2025-12-31,2025,sec/0001774857/0001193125-26-119770/ck0001774857-20251231.htm,3747538,large,6258,2057,8251,47,4974,0,0,36,27,0.75,9,0.25,1,span,span,heading_tag=span|heading_reach=low|heading_table=medium|p=251_plus|div=251_plus|span=251_plus|table=11_50|headings=11_50,SF_34c296d3e8,medium,heading=span|reach=low|table=medium|p=present,25
sec_0000320193_0000320193-24-000123,0000320193,Apple Inc.,10-K,2024-11-01,2024-09-28,2024,sec/0000320193/0000320193-24-000123/aapl-20240928.htm,1503780,medium,0,1339,3308,63,6337,0,0,54,27,0.5,0,0.0,1,span,span,heading_tag=span|heading_reach=0|heading_table=medium|p=0|div=251_plus|span=251_plus|table=51_250|headings=51_250,SF_14785e5fdd,high,heading=span|reach=0|table=medium|p=absent,26
sec_0000825313_0000825313-26-000032,0000825313,ALLIANCEBERNSTEIN HOLDING L.P.,10-Q,2026-05-01,2026-03-31,2026,sec/0000825313/0000825313-26-000032/ab-20260331.htm,452046,small,0,532,1202,28,2487,0,0,27,14,0.5185,0,0.0,1,span,span,heading_tag=span|heading_reach=0|heading_table=medium|p=0|div=251_plus|span=251_plus|table=11_50|headings=11_50,SF_d41567ce83,high,heading=span|reach=0|table=medium|p=absent,27
sec_0000947484_0000947484-26-000017,0000947484,ARCH CAPITAL GROUP LTD.,10-K,2026-02-26,2025-12-31,2025,sec/0000947484/0000947484-26-000017/acgl-20251231.htm,7359246,very_large,0,4682,14117,455,36868,0,0,54,27,0.5,0,0.0,1,span,span,heading_tag=span|heading_reach=0|heading_table=medium|p=0|div=251_plus|span=251_plus|table=251_plus|headings=51_250,SF_707b1d4a18,high,heading=span|reach=0|table=medium|p=absent,28
sec_0001134982_0001477932-26-002110,0001134982,"Apple iSports Group, Inc.",10-K,2026-04-10,2025-12-31,2025,sec/0001134982/0001477932-26-002110/aapi_10k.htm,982661,medium,4541,1,142,121,4097,0,0,50,24,0.48,26,0.52,1,span,p,heading_tag=span|heading_reach=medium|heading_table=medium|p=251_plus|div=1_10|span=51_250|table=51_250|headings=11_50,SF_d8f51455b2,medium,heading=span|reach=medium|table=medium|p=present,29
sec_0001823584_0001493152-25-012989,0001823584,ALLIANCE ENTERTAINMENT HOLDING CORP,10-K,2025-09-10,2025-06-30,2025,sec/0001823584/0001493152-25-012989/form10-k.htm,2155853,large,2167,231,4812,303,7421,0,0,45,18,0.4,27,0.6,1,b,span,heading_tag=b|heading_reach=medium|heading_table=medium|p=251_plus|div=51_250|span=251_plus|table=251_plus|headings=11_50,SF_d01538377e,medium,heading=b|reach=medium|table=medium|p=present,30
sec_0001576885_0001628280-26-021413,0001576885,"Acumen Pharmaceuticals, Inc.",10-K,2026-03-26,2025-12-31,2025,sec/0001576885/0001628280-26-021413/abos-20251231.htm,1643204,medium,0,2238,3619,46,3691,0,0,54,27,0.5,0,0.0,1,span,span,heading_tag=span|heading_reach=0|heading_table=medium|p=0|div=251_plus|span=251_plus|table=11_50|headings=51_250,SF_4d17018e8d,high,heading=span|reach=0|table=medium|p=absent,31
sec_0000004904_0000004904-26-000059,0000004904,AMERICAN ELECTRIC POWER CO INC,10-Q,2026-07-30,2026-06-30,2026,sec/0000004904/0000004904-26-000059/aep-20260630.htm,11042792,very_large,0,4701,21821,240,58700,0,0,18,9,0.5,0,0.0,1,span,span,heading_tag=span|heading_reach=0|heading_table=medium|p=0|div=251_plus|span=251_plus|table=51_250|headings=11_50,SF_bc08016399,high,heading=span|reach=0|table=medium|p=absent,32
sec_0001338929_0001477932-25-002774,0001338929,"Authentic Holdings, Inc.",10-K,2025-04-16,2024-12-31,2024,sec/0001338929/0001477932-25-002774/ahro_10k.htm,1202336,medium,5533,1,136,125,5192,0,0,52,26,0.5,26,0.5,1,p,p,heading_tag=p|heading_reach=medium|heading_table=medium|p=251_plus|div=1_10|span=51_250|table=51_250|headings=51_250,SF_3dc4dee8bc,medium,heading=p|reach=medium|table=medium|p=present,33
sec_0001632970_0001193125-26-082692,0001632970,"American Healthcare REIT, Inc.",10-K,2026-02-27,2025-12-31,2025,sec/0001632970/0001193125-26-082692/ahr-20251231.htm,12406022,very_large,27378,1008,30150,98,26949,0,0,80,53,0.6625,27,0.3375,1,span,span,heading_tag=span|heading_reach=medium|heading_table=medium|p=251_plus|div=251_plus|span=251_plus|table=51_250|headings=51_250,SF_c20020fbce,medium,heading=span|reach=medium|table=medium|p=present,34
sec_0001781726_0001493152-23-016948,0001781726,NP Life Sciences Health Industry Group Inc.,10-Q,2023-05-15,2023-03-31,2023,sec/0001781726/0001493152-23-016948/form10-q.htm,310083,small,413,42,330,57,1451,0,0,24,13,0.5417,11,0.4583,1,b,p,heading_tag=b|heading_reach=medium|heading_table=medium|p=251_plus|div=11_50|span=251_plus|table=51_250|headings=11_50,SF_00b508a1ce,medium,heading=b|reach=medium|table=medium|p=present,35
sec_0002007587_0002007587-26-000093,0002007587,"American Integrity Insurance Group, Inc.",10-Q,2026-08-13,2026-06-30,2026,sec/0002007587/0002007587-26-000093/aii-20260630.htm,2969946,large,0,10079,11091,181,4804,0,0,28,14,0.5,0,0.0,1,span,span,heading_tag=span|heading_reach=0|heading_table=medium|p=0|div=251_plus|span=251_plus|table=51_250|headings=11_50,SF_bc08016399,high,heading=span|reach=0|table=medium|p=absent,36
sec_0000005272_0000005272-26-000023,0000005272,"AMERICAN INTERNATIONAL GROUP, INC.",10-K,2026-02-12,2025-12-31,2025,sec/0000005272/0000005272-26-000023/aig-20251231.htm,9811602,very_large,0,5365,23529,467,52047,0,0,194,10,0.0515,0,0.0,1,span,span,heading_tag=span|heading_reach=0|heading_table=low|p=0|div=251_plus|span=251_plus|table=251_plus|headings=51_250,SF_488c01bb98,high,heading=span|reach=0|table=low|p=absent,37
sec_0000715579_0001628280-25-050257,0000715579,ACNB CORP,10-Q,2025-11-06,2025-09-30,2025,sec/0000715579/0001628280-25-050257/acnb-20250930.htm,3651372,large,0,1045,8747,77,17578,0,0,26,13,0.5,0,0.0,1,span,span,heading_tag=span|heading_reach=0|heading_table=medium|p=0|div=251_plus|span=251_plus|table=51_250|headings=11_50,SF_bc08016399,high,heading=span|reach=0|table=medium|p=absent,38
sec_0001009891_0001213900-26-055772,0001009891,AIR INDUSTRIES GROUP,10-Q,2026-05-13,2026-03-31,2026,sec/0001009891/0001213900-26-055772/ea0289575-10q_airindus.htm,567547,small,688,668,155,57,3482,0,0,16,8,0.5,8,0.5,1,span,p,heading_tag=span|heading_reach=medium|heading_table=medium|p=251_plus|div=251_plus|span=51_250|table=51_250|headings=11_50,SF_dec8d77d29,medium,heading=span|reach=medium|table=medium|p=present,39
sec_0001090872_0001090872-26-000023,0001090872,"AGILENT TECHNOLOGIES, INC.",10-Q,2026-03-03,2026-01-31,2026,sec/0001090872/0001090872-26-000023/a-20260131.htm,1581854,medium,0,1604,3582,56,8511,0,0,22,11,0.5,0,0.0,1,span,span,heading_tag=span|heading_reach=0|heading_table=medium|p=0|div=251_plus|span=251_plus|table=51_250|headings=11_50,SF_bc08016399,high,heading=span|reach=0|table=medium|p=absent,40
sec_0001642122_0001437749-24-025923,0001642122,"Associated Capital Group, Inc.",10-Q,2024-08-09,2024-06-30,2024,sec/0001642122/0001437749-24-025923/ac20240630_10q.htm,1428143,medium,1380,194,47,53,6346,0,0,18,10,0.5556,8,0.4444,1,b,p,heading_tag=b|heading_reach=medium|heading_table=medium|p=251_plus|div=51_250|span=11_50|table=51_250|headings=11_50,SF_ee14864317,medium,heading=b|reach=medium|table=medium|p=present,41
sec_0001584618_0001014897-17-000131,0001584618,"Atacama Resources International, Inc.",10-Q,2017-05-25,2017-03-31,2017,sec/0001584618/0001014897-17-000131/atacama10q1q17v3.htm,182687,small,1083,7,0,18,587,0,0,26,11,0.4231,15,0.5769,1,p,p,heading_tag=p|heading_reach=medium|heading_table=medium|p=251_plus|div=1_10|span=0|table=11_50|headings=11_50,SF_7debb0b572,medium,heading=p|reach=medium|table=medium|p=present,42
sec_0001139685_0001213900-26-037667,0001139685,"20/20 Biolabs, Inc.",10-K,2026-03-31,2025-12-31,2025,sec/0001139685/0001213900-26-037667/ea0283134-10k_2020bio.htm,1877068,medium,2499,2772,5587,210,6316,0,0,54,50,0.9259,4,0.0741,1,span,span,heading_tag=span|heading_reach=low|heading_table=high|p=251_plus|div=251_plus|span=251_plus|table=51_250|headings=51_250,SF_f97ec75fd8,high,heading=span|reach=low|table=high|p=present,43
sec_0001253986_0001253986-26-000048,0001253986,ARBOR REALTY TRUST INC,10-Q,2026-07-31,2026-06-30,2026,sec/0001253986/0001253986-26-000048/abr-20260630.htm,4020346,large,0,1309,7525,75,18080,0,0,24,12,0.5,0,0.0,1,span,span,heading_tag=span|heading_reach=0|heading_table=medium|p=0|div=251_plus|span=251_plus|table=51_250|headings=11_50,SF_bc08016399,high,heading=span|reach=0|table=medium|p=absent,44
sec_0001040470_0001654954-26-006919,0001040470,AEHR TEST SYSTEMS,10-K,2026-07-27,2026-05-29,2026,sec/0001040470/0001654954-26-006919/aehr_10k.htm,1588165,medium,6453,1,42,140,7130,0,0,55,28,0.5091,27,0.4909,1,span,p,heading_tag=span|heading_reach=medium|heading_table=medium|p=251_plus|div=1_10|span=11_50|table=51_250|headings=51_250,SF_f1b3648872,medium,heading=span|reach=medium|table=medium|p=present,45
sec_0001569187_0001569187-26-000071,0001569187,"AH Realty Trust, Inc.",10-Q,2026-05-07,2026-03-31,2026,sec/0001569187/0001569187-26-000071/ahh-20260331.htm,2492067,large,0,2057,5547,71,13416,0,0,26,13,0.5,0,0.0,1,span,span,heading_tag=span|heading_reach=0|heading_table=medium|p=0|div=251_plus|span=251_plus|table=51_250|headings=11_50,SF_bc08016399,high,heading=span|reach=0|table=medium|p=absent,46
sec_0001517022_0001517022-26-000051,0001517022,"Akebia Therapeutics, Inc.",10-Q,2026-08-05,2026-06-30,2026,sec/0001517022/0001517022-26-000051/akba-20260630.htm,2233703,large,0,2288,5068,49,5746,0,0,15,2,0.1333,0,0.0,1,span,span,heading_tag=span|heading_reach=0|heading_table=low|p=0|div=251_plus|span=251_plus|table=11_50|headings=11_50,SF_da0fc63e88,high,heading=span|reach=0|table=low|p=absent,47
